COD_AC;RAG_SOC;NOME_COM;SIGLA_AUTO;PRO_COM;POP21
AC001E01426;e-distribuzione S.p.A.;PROVAGLIO D`ISEO;BS;17156;6292
AC001E01426;e-distribuzione S.p.A.;SALE MARASINO;BS;17169;1945
AC001E01426;e-distribuzione S.p.A.;SULZANO;BS;17182;1944
AC001E01427;;PARATICO;BS;17134;4870
AC001E01427;;PREDORE;BG;16174;1846
AC001E01427;;SARNICO;BG;16193;6731
AC001E01427;;TAVERNOLA BERGAMASCA;BG;16211;1961
AC001E01427;e-distribuzione S.p.A.;ADRARA SAN MARTINO;BG;16001;2172
AC001E01427;e-distribuzione S.p.A.;ADRARA SAN ROCCO;BG;16002;807
AC001E01427;e-distribuzione S.p.A.;BERZO SAN FERMO;BG;16025;69
AC001E01427;e-distribuzione S.p.A.;CAPRIOLO;BS;17038;737
AC001E01427;e-distribuzione S.p.A.;CASTELLI CALEPIO;BG;16062;434
AC001E01427;e-distribuzione S.p.A.;CREDARO;BG;16088;3556
AC001E01427;e-distribuzione S.p.A.;FORESTO SPARSO;BG;16104;3053
AC001E01427;e-distribuzione S.p.A.;GANDOSSO;BG;16109;953
AC001E01427;e-distribuzione S.p.A.;GRONE;BG;16119;34
AC001E01427;e-distribuzione S.p.A.;PARATICO;BS;17134;4870
AC001E01427;e-distribuzione S.p.A.;PREDORE;BG;16174;1846
AC001E01427;e-distribuzione S.p.A.;SARNICO;BG;16193;6731
AC001E01427;e-distribuzione S.p.A.;TAVERNOLA BERGAMASCA;BG;16211;1961
AC001E01427;e-distribuzione S.p.A.;VIADANICA;BG;16235;1123
AC001E01427;e-distribuzione S.p.A.;VIGOLO;BG;16237;524
AC001E01427;e-distribuzione S.p.A.;VILLONGO;BG;16242;8027
AC001E01427;e-distribuzione S.p.A.;ZANDOBBIO;BG;16244;22
AC001E01428;e-distribuzione S.p.A.;ALBANO SANT`ALESSANDRO;BG;16003;6740
AC001E01428;e-distribuzione S.p.A.;BERGAMO;BG;16024;2674
AC001E01428;e-distribuzione S.p.A.;BRUSAPORTO;BG;16042;3868
AC001E01428;e-distribuzione S.p.A.;GORLE;BG;16115;6326
AC001E01428;e-distribuzione S.p.A.;PEDRENGO;BG;16160;5883
AC001E01428;e-distribuzione S.p.A.;RANICA;BG;16178;0
AC001E01428;e-distribuzione S.p.A.;SCANZOROSCIATE;BG;16194;2642
AC001E01428;e-distribuzione S.p.A.;SERIATE;BG;16198;24643
AC001E01428;e-distribuzione S.p.A.;TORRE BOLDONE;BG;16214;2202
AC001E01428;e-distribuzione S.p.A.;TORRE DE` ROVERI;BG;16216;2301
AC001E01429;e-distribuzione S.p.A.;AZZANO SAN PAOLO;BG;16016;1106
AC001E01429;e-distribuzione S.p.A.;BERGAMO;BG;16024;51091
AC001E01429;e-distribuzione S.p.A.;GORLE;BG;16115;247
AC001E01429;e-distribuzione S.p.A.;ORIO AL SERIO;BG;16150;1622
AC001E01429;e-distribuzione S.p.A.;TORRE BOLDONE;BG;16214;788
AC001E01430;e-distribuzione S.p.A.;BERGAMO;BG;16024;58340
AC001E01431;e-distribuzione S.p.A.;BERZO SAN FERMO;BG;16025;1359
AC001E01431;e-distribuzione S.p.A.;BORGO DI TERZO;BG;16032;1147
AC001E01431;e-distribuzione S.p.A.;CASAZZA;BG;16058;873
AC001E01431;e-distribuzione S.p.A.;CENATE SOPRA;BG;16068;2515
AC001E01431;e-distribuzione S.p.A.;CENATE SOTTO;BG;16069;3639
AC001E01431;e-distribuzione S.p.A.;ENTRATICO;BG;16094;1992
AC001E01431;e-distribuzione S.p.A.;GRONE;BG;16119;831
AC001E01431;e-distribuzione S.p.A.;LUZZANA;BG;16130;881
AC001E01431;e-distribuzione S.p.A.;TRESCORE BALNEARIO;BG;16218;9505
AC001E01431;e-distribuzione S.p.A.;VIGANO SAN MARTINO;BG;16236;1322
AC001E01431;e-distribuzione S.p.A.;ZANDOBBIO;BG;16244;2644
AC001E01432;;CARDANO AL CAMPO;VA;12032;13083
AC001E01432;;SAMARATE;VA;12118;7980
AC001E01432;e-distribuzione S.p.A.;CARDANO AL CAMPO;VA;12032;13083
AC001E01432;e-distribuzione S.p.A.;GALLARATE;VA;12070;19449
AC001E01432;e-distribuzione S.p.A.;SAMARATE;VA;12118;7980
AC001E01434;;CARDANO AL CAMPO;VA;12032;1645
AC001E01434;;CASORATE SEMPIONE;VA;12039;5671
AC001E01434;;SOMMA LOMBARDO;VA;12123;5252
AC001E01434;e-distribuzione S.p.A.;ARSAGO SEPRIO;VA;12005;4785
AC001E01434;e-distribuzione S.p.A.;BESNATE;VA;12012;5475
AC001E01434;e-distribuzione S.p.A.;CARDANO AL CAMPO;VA;12032;1645
AC001E01434;e-distribuzione S.p.A.;CASORATE SEMPIONE;VA;12039;5671
AC001E01434;e-distribuzione S.p.A.;GALLARATE;VA;12070;6215
AC001E01434;e-distribuzione S.p.A.;SOMMA LOMBARDO;VA;12123;5252
AC001E01435;e-distribuzione S.p.A.;CAIRATE;VA;12029;4298
AC001E01435;e-distribuzione S.p.A.;CASSANO MAGNAGO;VA;12040;21215
AC001E01435;e-distribuzione S.p.A.;CAVARIA CON PREMEZZO;VA;12048;4913
AC001E01435;e-distribuzione S.p.A.;FAGNANO OLONA;VA;12067;188
AC001E01435;e-distribuzione S.p.A.;GALLARATE;VA;12070;26773
AC001E01435;e-distribuzione S.p.A.;OGGIONA CON SANTO STEFANO;VA;12107;1322
AC001E01441;e-distribuzione S.p.A.;CAIRATE;VA;12029;3431
AC001E01441;e-distribuzione S.p.A.;CARBONATE;CO;13045;2815
AC001E01441;e-distribuzione S.p.A.;CASTELSEPRIO;VA;12044;948
AC001E01441;e-distribuzione S.p.A.;LOCATE VARESINO;CO;13131;4303
AC001E01441;e-distribuzione S.p.A.;LONATE CEPPINO;VA;12089;4801
AC001E01441;e-distribuzione S.p.A.;TRADATE;VA;12127;18637
AC001E01442;e-distribuzione S.p.A.;ALBIZZATE;VA;12002;4070
AC001E01442;e-distribuzione S.p.A.;CARNAGO;VA;12033;6588
AC001E01442;e-distribuzione S.p.A.;CARONNO VARESINO;VA;12035;4624
AC001E01442;e-distribuzione S.p.A.;CAVARIA CON PREMEZZO;VA;12048;725
AC001E01442;e-distribuzione S.p.A.;JERAGO CON ORAGO;VA;12085;5273
AC001E01442;e-distribuzione S.p.A.;OGGIONA CON SANTO STEFANO;VA;12107;2997
AC001E01442;e-distribuzione S.p.A.;SOLBIATE ARNO;VA;12121;4021
AC001E01442;e-distribuzione S.p.A.;SUMIRAGO;VA;12124;617
AC001E01443;;BIANDRONNO;VA;12014;3167
AC001E01443;;CASALE LITTA;VA;12036;1666
AC001E01443;;COMABBIO;VA;12054;327
AC001E01443;;MERCALLO;VA;12101;797
AC001E01443;;SESTO CALENDE;VA;12120;45
AC001E01443;;TERNATE;VA;12126;2485
AC001E01443;;TRAVEDONA - MONATE;VA;12128;1217
AC001E01443;;VARANO BORGHI;VA;12132;2455
AC001E01443;;VERGIATE;VA;12138;7022
AC001E01443;e-distribuzione S.p.A.;BIANDRONNO;VA;12014;3167
AC001E01443;e-distribuzione S.p.A.;CASALE LITTA;VA;12036;1666
AC001E01443;e-distribuzione S.p.A.;COMABBIO;VA;12054;327
AC001E01443;e-distribuzione S.p.A.;MERCALLO;VA;12101;797
AC001E01443;e-distribuzione S.p.A.;SESTO CALENDE;VA;12120;45
AC001E01443;e-distribuzione S.p.A.;TERNATE;VA;12126;2485
AC001E01443;e-distribuzione S.p.A.;TRAVEDONA - MONATE;VA;12128;1217
AC001E01443;e-distribuzione S.p.A.;VARANO BORGHI;VA;12132;2455
AC001E01443;e-distribuzione S.p.A.;VERGIATE;VA;12138;7022
AC001E01444;e-distribuzione S.p.A.;ALBIZZATE;VA;12002;1125
AC001E01444;e-distribuzione S.p.A.;BRUNELLO;VA;12023;879
AC001E01444;e-distribuzione S.p.A.;CASTRONNO;VA;12047;5039
AC001E01444;e-distribuzione S.p.A.;MORAZZONE;VA;12105;10
AC001E01444;e-distribuzione S.p.A.;MORNAGO;VA;12106;1742
AC001E01444;e-distribuzione S.p.A.;SUMIRAGO;VA;12124;5357
AC001E01445;e-distribuzione S.p.A.;BINAGO;CO;13023;0
AC001E01445;e-distribuzione S.p.A.;CARNAGO;VA;12033;12
AC001E01445;e-distribuzione S.p.A.;CARONNO VARESINO;VA;12035;162
AC001E01445;e-distribuzione S.p.A.;CASTELSEPRIO;VA;12044;361
AC001E01445;e-distribuzione S.p.A.;CASTIGLIONE OLONA;VA;12046;7582
AC001E01445;e-distribuzione S.p.A.;GORNATE OLONA;VA;12080;2179
AC001E01445;e-distribuzione S.p.A.;LONATE CEPPINO;VA;12089;232
AC001E01445;e-distribuzione S.p.A.;LOZZA;VA;12091;0
AC001E01445;e-distribuzione S.p.A.;TRADATE;VA;12127;197
AC001E01445;e-distribuzione S.p.A.;VEDANO OLONA;VA;12134;7240
AC001E01445;e-distribuzione S.p.A.;VENEGONO INFERIORE;VA;12136;5952
AC001E01445;e-distribuzione S.p.A.;VENEGONO SUPERIORE;VA;12137;7257
AC001E01447;e-distribuzione S.p.A.;APPIANO GENTILE;CO;13010;7669
AC001E01447;e-distribuzione S.p.A.;BREGNANO;CO;13028;6382
AC001E01447;e-distribuzione S.p.A.;CADORAGO;CO;13036;5796
AC001E01447;e-distribuzione S.p.A.;CARBONATE;CO;13045;30
AC001E01447;e-distribuzione S.p.A.;CIRIMIDO;CO;13068;2121
AC001E01447;e-distribuzione S.p.A.;FENEGRO`;CO;13100;3230
AC001E01447;e-distribuzione S.p.A.;GUANZATE;CO;13114;5082
AC001E01447;e-distribuzione S.p.A.;LIMIDO COMASCO;CO;13128;2950
AC001E01447;e-distribuzione S.p.A.;LOMAZZO;CO;13133;9944
AC001E01447;e-distribuzione S.p.A.;LURAGO MARINONE;CO;13137;2553
AC001E01447;e-distribuzione S.p.A.;MOZZATE;CO;13159;0
AC001E01447;e-distribuzione S.p.A.;ROVELLASCA;CO;13201;3733
AC001E01447;e-distribuzione S.p.A.;VENIANO;CO;13238;3078
AC001E01448;e-distribuzione S.p.A.;APPIANO GENTILE;CO;13010;16
AC001E01448;e-distribuzione S.p.A.;BULGAROGRASSO;CO;13034;4002
AC001E01448;e-distribuzione S.p.A.;CADORAGO;CO;13036;2135
AC001E01448;e-distribuzione S.p.A.;CASNATE CON BERNATE;CO;13053;1316
AC001E01448;e-distribuzione S.p.A.;CASSINA RIZZARDI;CO;13055;3294
AC001E01448;e-distribuzione S.p.A.;FINO MORNASCO;CO;13102;8829
AC001E01448;e-distribuzione S.p.A.;GRANDATE;CO;13110;40
AC001E01448;e-distribuzione S.p.A.;GUANZATE;CO;13114;713
AC001E01448;e-distribuzione S.p.A.;LUISAGO;CO;13135;2730
AC001E01448;e-distribuzione S.p.A.;LURATE CACCIVIO;CO;13138;9708
AC001E01448;e-distribuzione S.p.A.;OLTRONA DI SAN MAMETTE;CO;13169;1788
AC001E01448;e-distribuzione S.p.A.;VILLA GUARDIA;CO;13245;6876
AC001E01452;;AZZATE;VA;12006;2467
AC001E01452;;BODIO LOMNAGO;VA;12016;2231
AC001E01452;;CASALE LITTA;VA;12036;1063
AC001E01452;;CAZZAGO BRABBIA;VA;12049;802
AC001E01452;;GALLIATE LOMBARDO;VA;12071;989
AC001E01452;;INARZO;VA;12082;1061
AC001E01452;e-distribuzione S.p.A.;AZZATE;VA;12006;2467
AC001E01452;e-distribuzione S.p.A.;BODIO LOMNAGO;VA;12016;2231
AC001E01452;e-distribuzione S.p.A.;BRUNELLO;VA;12023;50
AC001E01452;e-distribuzione S.p.A.;CASALE LITTA;VA;12036;1063
AC001E01452;e-distribuzione S.p.A.;CAZZAGO BRABBIA;VA;12049;802
AC001E01452;e-distribuzione S.p.A.;CROSIO DELLA VALLE;VA;12057;601
AC001E01452;e-distribuzione S.p.A.;DAVERIO;VA;12064;3085
AC001E01452;e-distribuzione S.p.A.;GALLIATE LOMBARDO;VA;12071;989
AC001E01452;e-distribuzione S.p.A.;INARZO;VA;12082;1061
AC001E01452;e-distribuzione S.p.A.;MORNAGO;VA;12106;3184
AC001E01453;;ANGERA;VA;12003;5396
AC001E01453;;BESOZZO;VA;12013;3747
AC001E01453;;BREBBIA;VA;12017;3155
AC001E01453;;CADREZZATE CON OSMATE;VA;12143;2651
AC001E01453;;COMABBIO;VA;12054;894
AC001E01453;;ISPRA;VA;12084;5297
AC001E01453;;MERCALLO;VA;12101;1000
AC001E01453;;MONVALLE;VA;12104;492
AC001E01453;;RANCO;VA;12116;1251
AC001E01453;;SESTO CALENDE;VA;12120;591
AC001E01453;;TRAVEDONA - MONATE;VA;12128;2732
AC001E01453;e-distribuzione S.p.A.;ANGERA;VA;12003;5396
AC001E01453;e-distribuzione S.p.A.;BESOZZO;VA;12013;3747
AC001E01453;e-distribuzione S.p.A.;BREBBIA;VA;12017;3155
AC001E01453;e-distribuzione S.p.A.;CADREZZATE CON OSMATE;VA;12143;2651
AC001E01453;e-distribuzione S.p.A.;COMABBIO;VA;12054;894
AC001E01453;e-distribuzione S.p.A.;ISPRA;VA;12084;5297
AC001E01453;e-distribuzione S.p.A.;MERCALLO;VA;12101;1000
AC001E01453;e-distribuzione S.p.A.;MONVALLE;VA;12104;492
AC001E01453;e-distribuzione S.p.A.;RANCO;VA;12116;1251
AC001E01453;e-distribuzione S.p.A.;SESTO CALENDE;VA;12120;591
AC001E01453;e-distribuzione S.p.A.;TAINO;VA;12125;3621
AC001E01453;e-distribuzione S.p.A.;TRAVEDONA - MONATE;VA;12128;2732
AC001E01454;;AZZATE;VA;12006;2154
AC001E01454;;BUGUGGIATE;VA;12025;3075
AC001E01454;;VARESE;VA;12133;22840
AC001E01454;e-distribuzione S.p.A.;AZZATE;VA;12006;2154
AC001E01454;e-distribuzione S.p.A.;BUGUGGIATE;VA;12025;3075
AC001E01454;e-distribuzione S.p.A.;GAZZADA SCHIANNO;VA;12073;4559
AC001E01454;e-distribuzione S.p.A.;LOZZA;VA;12091;1203
AC001E01454;e-distribuzione S.p.A.;MALNATE;VA;12096;36
AC001E01454;e-distribuzione S.p.A.;MORAZZONE;VA;12105;4268
AC001E01454;e-distribuzione S.p.A.;VARESE;VA;12133;22840
AC001E01454;e-distribuzione S.p.A.;VEDANO OLONA;VA;12134;41
AC001E01455;;VARESE;VA;12133;1997
AC001E01455;e-distribuzione S.p.A.;BINAGO;CO;13023;98
AC001E01455;e-distribuzione S.p.A.;CANTELLO;VA;12030;4345
AC001E01455;e-distribuzione S.p.A.;MALNATE;VA;12096;16311
AC001E01455;e-distribuzione S.p.A.;RODERO;CO;13197;1259
AC001E01455;e-distribuzione S.p.A.;SOLBIATE CON CAGNO;CO;13255;2119
AC001E01455;e-distribuzione S.p.A.;VARESE;VA;12133;1997
AC001E01456;e-distribuzione S.p.A.;ALBIOLO;CO;13005;2725
AC001E01456;e-distribuzione S.p.A.;BEREGAZZO CON FIGLIARO;CO;13022;2794
AC001E01456;e-distribuzione S.p.A.;BINAGO;CO;13023;4726
AC001E01456;e-distribuzione S.p.A.;BIZZARONE;CO;13024;1725
AC001E01456;e-distribuzione S.p.A.;CASTELNUOVO BOZZENTE;CO;13059;903
AC001E01456;e-distribuzione S.p.A.;COLVERDE;CO;13251;3746
AC001E01456;e-distribuzione S.p.A.;FALOPPIO;CO;13099;4831
AC001E01456;e-distribuzione S.p.A.;OLGIATE COMASCO;CO;13165;11780
AC001E01456;e-distribuzione S.p.A.;OLTRONA DI SAN MAMETTE;CO;13169;585
AC001E01456;e-distribuzione S.p.A.;SOLBIATE CON CAGNO;CO;13255;2512
AC001E01456;e-distribuzione S.p.A.;VALMOREA;CO;13232;2583
AC001E01457;;BESOZZO;VA;12013;1057
AC001E01457;;GAVIRATE;VA;12072;9136
AC001E01457;;VARESE;VA;12133;5789
AC001E01457;e-distribuzione S.p.A.;BARASSO;VA;12008;1620
AC001E01457;e-distribuzione S.p.A.;BESOZZO;VA;12013;1057
AC001E01457;e-distribuzione S.p.A.;CASCIAGO;VA;12038;3617
AC001E01457;e-distribuzione S.p.A.;COCQUIO - TREVISAGO;VA;12053;985
AC001E01457;e-distribuzione S.p.A.;COMERIO;VA;12055;2835
AC001E01457;e-distribuzione S.p.A.;GAVIRATE;VA;12072;9136
AC001E01457;e-distribuzione S.p.A.;LUVINATE;VA;12093;1310
AC001E01457;e-distribuzione S.p.A.;VARESE;VA;12133;5789
AC001E01458;;VARESE;VA;12133;48114
AC001E01458;e-distribuzione S.p.A.;ARCISATE;VA;12004;496
AC001E01458;e-distribuzione S.p.A.;INDUNO OLONA;VA;12083;10278
AC001E01458;e-distribuzione S.p.A.;VARESE;VA;12133;48114
AC001E01461;;COMO;CO;13075;6497
AC001E01461;e-distribuzione S.p.A.;COLVERDE;CO;13251;1695
AC001E01461;e-distribuzione S.p.A.;COMO;CO;13075;6497
AC001E01461;e-distribuzione S.p.A.;MONTANO LUCINO;CO;13154;5281
AC001E01461;e-distribuzione S.p.A.;SAN FERMO DELLA BATTAGLIA;CO;13206;7775
AC001E01461;e-distribuzione S.p.A.;VILLA GUARDIA;CO;13245;1001
AC001E01462;;PORTO CERESIO;VA;12113;2838
AC001E01462;e-distribuzione S.p.A.;ARCISATE;VA;12004;9419
AC001E01462;e-distribuzione S.p.A.;BESANO;VA;12011;2509
AC001E01462;e-distribuzione S.p.A.;BISUSCHIO;VA;12015;4250
AC001E01462;e-distribuzione S.p.A.;CANTELLO;VA;12030;381
AC001E01462;e-distribuzione S.p.A.;CLIVIO;VA;12052;1938
AC001E01462;e-distribuzione S.p.A.;CUASSO AL MONTE;VA;12058;3486
AC001E01462;e-distribuzione S.p.A.;PORTO CERESIO;VA;12113;2838
AC001E01462;e-distribuzione S.p.A.;SALTRIO;VA;12117;2987
AC001E01462;e-distribuzione S.p.A.;VIGGIU`;VA;12139;5167
AC001E01463;;BESOZZO;VA;12013;3952
AC001E01463;;CASTELVECCANA;VA;12045;281
AC001E01463;;LAVENO - MOMBELLO;VA;12087;8324
AC001E01463;;LEGGIUNO;VA;12088;3618
AC001E01463;;MONVALLE;VA;12104;1447
AC001E01463;e-distribuzione S.p.A.;AZZIO;VA;12007;755
AC001E01463;e-distribuzione S.p.A.;BESOZZO;VA;12013;3952
AC001E01463;e-distribuzione S.p.A.;BRENTA;VA;12019;1735
AC001E01463;e-distribuzione S.p.A.;CARAVATE;VA;12031;2551
AC001E01463;e-distribuzione S.p.A.;CASALZUIGNO;VA;12037;1362
AC001E01463;e-distribuzione S.p.A.;CASTELVECCANA;VA;12045;281
AC001E01463;e-distribuzione S.p.A.;CITTIGLIO;VA;12051;3807
AC001E01463;e-distribuzione S.p.A.;COCQUIO - TREVISAGO;VA;12053;3638
AC001E01463;e-distribuzione S.p.A.;CUVEGLIO;VA;12062;1531
AC001E01463;e-distribuzione S.p.A.;CUVIO;VA;12063;1631
AC001E01463;e-distribuzione S.p.A.;GEMONIO;VA;12074;2847
AC001E01463;e-distribuzione S.p.A.;LAVENO - MOMBELLO;VA;12087;8324
AC001E01463;e-distribuzione S.p.A.;LEGGIUNO;VA;12088;3618
AC001E01463;e-distribuzione S.p.A.;MONVALLE;VA;12104;1447
AC001E01463;e-distribuzione S.p.A.;ORINO;VA;12110;819
AC001E01463;e-distribuzione S.p.A.;SANGIANO;VA;12141;1459
AC001E01464;e-distribuzione S.p.A.;BONATE SOTTO;BG;16031;1183
AC001E01464;e-distribuzione S.p.A.;BOTTANUCO;BG;16034;5040
AC001E01464;e-distribuzione S.p.A.;CAPRIATE SAN GERVASIO;BG;16051;1110
AC001E01464;e-distribuzione S.p.A.;CHIGNOLO D`ISOLA;BG;16072;23
AC001E01464;e-distribuzione S.p.A.;CORNATE D`ADDA;MB;108053;0
AC001E01464;e-distribuzione S.p.A.;FILAGO;BG;16098;1754
AC001E01464;e-distribuzione S.p.A.;MADONE;BG;16131;4025
AC001E01464;e-distribuzione S.p.A.;SUISIO;BG;16209;2152
AC001E01465;e-distribuzione S.p.A.;BERNAREGGIO;MB;108007;0
AC001E01465;e-distribuzione S.p.A.;CALUSCO D`ADDA;BG;16046;6347
AC001E01465;e-distribuzione S.p.A.;CORNATE D`ADDA;MB;108053;9060
AC001E01465;e-distribuzione S.p.A.;MEDOLAGO;BG;16250;5
AC001E01465;e-distribuzione S.p.A.;MEZZAGO;MB;108031;3479
AC001E01465;e-distribuzione S.p.A.;PADERNO D`ADDA;LC;97062;3846
AC001E01465;e-distribuzione S.p.A.;ROBBIATE;LC;97071;1542
AC001E01465;e-distribuzione S.p.A.;RONCO BRIANTINO;MB;108038;146
AC001E01465;e-distribuzione S.p.A.;SUISIO;BG;16209;0
AC001E01465;e-distribuzione S.p.A.;SULBIATE;MB;108042;1236
AC001E01466;e-distribuzione S.p.A.;BONATE SOPRA;BG;16030;1266
AC001E01466;e-distribuzione S.p.A.;BONATE SOTTO;BG;16031;2902
AC001E01466;e-distribuzione S.p.A.;DALMINE;BG;16091;23241
AC001E01466;e-distribuzione S.p.A.;LALLIO;BG;16123;102
AC001E01466;e-distribuzione S.p.A.;TREVIOLO;BG;16220;3444
AC001E01467;e-distribuzione S.p.A.;BESANA IN BRIANZA;MB;108008;6734
AC001E01467;e-distribuzione S.p.A.;BRIOSCO;MB;108011;4924
AC001E01467;e-distribuzione S.p.A.;CARATE BRIANZA;MB;108015;9923
AC001E01467;e-distribuzione S.p.A.;GIUSSANO;MB;108024;0
AC001E01467;e-distribuzione S.p.A.;TRIUGGIO;MB;108043;1166
AC001E01467;e-distribuzione S.p.A.;VERANO BRIANZA;MB;108048;0
AC001E01468;e-distribuzione S.p.A.;BONATE SOPRA;BG;16030;2924
AC001E01468;e-distribuzione S.p.A.;BONATE SOTTO;BG;16031;2544
AC001E01468;e-distribuzione S.p.A.;CALUSCO D`ADDA;BG;16046;1884
AC001E01468;e-distribuzione S.p.A.;CARVICO;BG;16057;4635
AC001E01468;e-distribuzione S.p.A.;CHIGNOLO D`ISOLA;BG;16072;3341
AC001E01468;e-distribuzione S.p.A.;MEDOLAGO;BG;16250;2340
AC001E01468;e-distribuzione S.p.A.;SOLZA;BG;16251;1985
AC001E01468;e-distribuzione S.p.A.;SOTTO IL MONTE GIOVANNI XXIII;BG;16203;4016
AC001E01468;e-distribuzione S.p.A.;SUISIO;BG;16209;1622
AC001E01468;e-distribuzione S.p.A.;TERNO D`ISOLA;BG;16213;7245
AC001E01469;e-distribuzione S.p.A.;BERGAMO;BG;16024;6029
AC001E01469;e-distribuzione S.p.A.;CURNO;BG;16089;7453
AC001E01469;e-distribuzione S.p.A.;LALLIO;BG;16123;4017
AC001E01469;e-distribuzione S.p.A.;MOZZO;BG;16143;7311
AC001E01469;e-distribuzione S.p.A.;PONTE SAN PIETRO;BG;16170;1036
AC001E01469;e-distribuzione S.p.A.;TREVIOLO;BG;16220;7413
AC001E01470;e-distribuzione S.p.A.;CABIATE;CO;13035;7405
AC001E01470;e-distribuzione S.p.A.;GIUSSANO;MB;108024;6874
AC001E01470;e-distribuzione S.p.A.;LENTATE SUL SEVESO;MB;108054;686
AC001E01470;e-distribuzione S.p.A.;MARIANO COMENSE;CO;13143;18082
AC001E01470;e-distribuzione S.p.A.;MEDA;MB;108030;1750
AC001E01471;e-distribuzione S.p.A.;AROSIO;CO;13012;4791
AC001E01471;e-distribuzione S.p.A.;BRIOSCO;MB;108011;0
AC001E01471;e-distribuzione S.p.A.;CARATE BRIANZA;MB;108015;4606
AC001E01471;e-distribuzione S.p.A.;CARUGO;CO;13048;2786
AC001E01471;e-distribuzione S.p.A.;GIUSSANO;MB;108024;19141
AC001E01471;e-distribuzione S.p.A.;INVERIGO;CO;13118;2053
AC001E01471;e-distribuzione S.p.A.;MARIANO COMENSE;CO;13143;66
AC001E01471;e-distribuzione S.p.A.;VERANO BRIANZA;MB;108048;9171
AC001E01472;e-distribuzione S.p.A.;CALCO;LC;97012;114
AC001E01472;e-distribuzione S.p.A.;CASATENOVO;LC;97016;2078
AC001E01472;e-distribuzione S.p.A.;CERNUSCO LOMBARDONE;LC;97020;3808
AC001E01472;e-distribuzione S.p.A.;IMBERSAGO;LC;97039;2378
AC001E01472;e-distribuzione S.p.A.;LA VALLETTA BRIANZA;LC;97092;976
AC001E01472;e-distribuzione S.p.A.;LOMAGNA;LC;97044;1989
AC001E01472;e-distribuzione S.p.A.;MERATE;LC;97048;13944
AC001E01472;e-distribuzione S.p.A.;MISSAGLIA;LC;97049;3312
AC001E01472;e-distribuzione S.p.A.;MONTEVECCHIA;LC;97053;2677
AC001E01472;e-distribuzione S.p.A.;OLGIATE MOLGORA;LC;97058;1842
AC001E01472;e-distribuzione S.p.A.;OSNAGO;LC;97061;4742
AC001E01472;e-distribuzione S.p.A.;ROBBIATE;LC;97071;4720
AC001E01472;e-distribuzione S.p.A.;RONCO BRIANTINO;MB;108038;2233
AC001E01473;e-distribuzione S.p.A.;BESANA IN BRIANZA;MB;108008;8708
AC001E01473;e-distribuzione S.p.A.;CASATENOVO;LC;97016;9750
AC001E01473;e-distribuzione S.p.A.;CORREZZANA;MB;108022;210
AC001E01473;e-distribuzione S.p.A.;MISSAGLIA;LC;97049;2178
AC001E01473;e-distribuzione S.p.A.;MONTICELLO BRIANZA;LC;97054;3263
AC001E01473;e-distribuzione S.p.A.;RENATE;MB;108037;2953
AC001E01473;e-distribuzione S.p.A.;TRIUGGIO;MB;108043;412
AC001E01474;e-distribuzione S.p.A.;ALMENNO SAN BARTOLOMEO;BG;16006;2859
AC001E01474;e-distribuzione S.p.A.;AMBIVERE;BG;16009;2366
AC001E01474;e-distribuzione S.p.A.;BARZANA;BG;16021;2004
AC001E01474;e-distribuzione S.p.A.;BONATE SOPRA;BG;16030;6052
AC001E01474;e-distribuzione S.p.A.;BREMBATE DI SOPRA;BG;16038;7920
AC001E01474;e-distribuzione S.p.A.;MAPELLO;BG;16132;6878
AC001E01474;e-distribuzione S.p.A.;PALAZZAGO;BG;16156;3248
AC001E01474;e-distribuzione S.p.A.;PONTE SAN PIETRO;BG;16170;10445
AC001E01474;e-distribuzione S.p.A.;PONTIDA;BG;16171;0
AC001E01474;e-distribuzione S.p.A.;PRESEZZO;BG;16176;4802
AC001E01474;e-distribuzione S.p.A.;SOTTO IL MONTE GIOVANNI XXIII;BG;16203;385
AC001E01474;e-distribuzione S.p.A.;TERNO D`ISOLA;BG;16213;771
AC001E01474;e-distribuzione S.p.A.;VALBREMBO;BG;16224;838
AC001E01475;e-distribuzione S.p.A.;BREGNANO;CO;13028;2
AC001E01475;e-distribuzione S.p.A.;CANTU`;CO;13041;895
AC001E01475;e-distribuzione S.p.A.;CARIMATE;CO;13046;4429
AC001E01475;e-distribuzione S.p.A.;CERMENATE;CO;13064;9274
AC001E01475;e-distribuzione S.p.A.;FIGINO SERENZA;CO;13101;4968
AC001E01475;e-distribuzione S.p.A.;LAZZATE;MB;108025;2255
AC001E01475;e-distribuzione S.p.A.;LENTATE SUL SEVESO;MB;108054;739
AC001E01475;e-distribuzione S.p.A.;NOVEDRATE;CO;13163;2880
AC001E01475;e-distribuzione S.p.A.;VERTEMATE CON MINOPRIO;CO;13242;0
AC001E01476;e-distribuzione S.p.A.;AROSIO;CO;13012;313
AC001E01476;e-distribuzione S.p.A.;BRENNA;CO;13029;2177
AC001E01476;e-distribuzione S.p.A.;CANTU`;CO;13041;9394
AC001E01476;e-distribuzione S.p.A.;CARUGO;CO;13048;3783
AC001E01476;e-distribuzione S.p.A.;INVERIGO;CO;13118;1293
AC001E01476;e-distribuzione S.p.A.;MARIANO COMENSE;CO;13143;7034
AC001E01477;;MARONE;BS;17106;2899
AC001E01477;;SALE MARASINO;BS;17169;1275
